Id;AnfrageId;CPEId;Typ;ResultNr;LocalScore;GlobalScore;Created
82;49;434694;4;0;NULL;NULL;2023-07-17 23:13:08.783
83;49;434695;4;0;NULL;NULL;2023-07-17 23:13:08.783
84;49;434696;4;0;NULL;NULL;2023-07-17 23:13:08.783
85;49;434697;4;0;NULL;NULL;2023-07-17 23:13:08.783
86;49;434698;4;0;NULL;NULL;2023-07-17 23:13:08.783
87;49;434699;4;0;NULL;NULL;2023-07-17 23:13:08.783
88;49;434700;4;0;NULL;NULL;2023-07-17 23:13:08.783
89;49;434701;4;0;NULL;NULL;2023-07-17 23:13:08.783
90;49;434702;4;0;NULL;NULL;2023-07-17 23:13:08.783
91;49;434703;4;0;NULL;NULL;2023-07-17 23:13:08.783
92;49;434704;4;0;NULL;NULL;2023-07-17 23:13:08.783
93;49;434705;4;0;NULL;NULL;2023-07-17 23:13:08.783
94;49;434706;4;0;NULL;NULL;2023-07-17 23:13:08.783
95;49;434707;4;0;NULL;NULL;2023-07-17 23:13:08.783
96;49;434708;4;0;NULL;NULL;2023-07-17 23:13:08.783
97;49;434709;4;0;NULL;NULL;2023-07-17 23:13:08.783
98;49;434710;4;0;NULL;NULL;2023-07-17 23:13:08.783
99;49;434711;4;0;NULL;NULL;2023-07-17 23:13:08.783
100;49;434712;4;0;NULL;NULL;2023-07-17 23:13:08.783
101;49;434713;4;0;NULL;NULL;2023-07-17 23:13:08.783
102;49;434714;4;0;NULL;NULL;2023-07-17 23:13:08.783
103;49;434715;4;0;NULL;NULL;2023-07-17 23:13:08.783
104;49;434716;4;0;NULL;NULL;2023-07-17 23:13:08.783
105;49;434717;4;0;NULL;NULL;2023-07-17 23:13:08.783
106;49;434718;4;0;NULL;NULL;2023-07-17 23:13:08.783
107;49;434719;4;0;NULL;NULL;2023-07-17 23:13:08.783
108;49;434720;4;0;NULL;NULL;2023-07-17 23:13:08.783
109;49;434721;4;0;NULL;NULL;2023-07-17 23:13:08.783
110;49;434722;4;0;NULL;NULL;2023-07-17 23:13:08.783
111;49;434723;4;0;NULL;NULL;2023-07-17 23:13:08.783
112;49;434724;4;0;NULL;NULL;2023-07-17 23:13:08.783
113;49;434725;4;0;NULL;NULL;2023-07-17 23:13:08.783
114;49;434726;4;0;NULL;NULL;2023-07-17 23:13:08.783
115;49;434727;4;0;NULL;NULL;2023-07-17 23:13:08.783
116;49;434728;4;0;NULL;NULL;2023-07-17 23:13:08.783
117;49;434729;4;0;NULL;NULL;2023-07-17 23:13:08.783
118;49;434730;4;0;NULL;NULL;2023-07-17 23:13:08.783
119;49;434731;4;0;NULL;NULL;2023-07-17 23:13:08.783
120;49;434732;4;0;NULL;NULL;2023-07-17 23:13:08.783
121;49;434733;4;0;NULL;NULL;2023-07-17 23:13:08.783
122;49;434734;4;0;NULL;NULL;2023-07-17 23:13:08.783
123;49;434735;4;0;NULL;NULL;2023-07-17 23:13:08.783
124;49;434736;4;0;NULL;NULL;2023-07-17 23:13:08.783
125;49;434737;4;0;NULL;NULL;2023-07-17 23:13:08.783
126;49;434738;4;0;NULL;NULL;2023-07-17 23:13:08.783
127;51;434676;4;0;NULL;NULL;2023-07-17 23:13:08.783
128;51;434677;4;0;NULL;NULL;2023-07-17 23:13:08.783
129;51;434678;4;0;NULL;NULL;2023-07-17 23:13:08.783
130;51;434679;4;0;NULL;NULL;2023-07-17 23:13:08.783
131;51;434680;4;0;NULL;NULL;2023-07-17 23:13:08.783
132;51;434681;4;0;NULL;NULL;2023-07-17 23:13:08.783
133;51;434682;4;0;NULL;NULL;2023-07-17 23:13:08.783
134;51;434683;4;0;NULL;NULL;2023-07-17 23:13:08.783
135;51;434684;4;0;NULL;NULL;2023-07-17 23:13:08.783
136;51;434685;4;0;NULL;NULL;2023-07-17 23:13:08.783
137;51;434686;4;0;NULL;NULL;2023-07-17 23:13:08.783
138;51;434687;4;0;NULL;NULL;2023-07-17 23:13:08.783
139;51;434688;4;0;NULL;NULL;2023-07-17 23:13:08.783
140;51;434689;4;0;NULL;NULL;2023-07-17 23:13:08.783
141;51;434690;4;0;NULL;NULL;2023-07-17 23:13:08.783
142;51;434691;4;0;NULL;NULL;2023-07-17 23:13:08.783
143;51;434692;4;0;NULL;NULL;2023-07-17 23:13:08.783
144;51;434693;4;0;NULL;NULL;2023-07-17 23:13:08.783
145;51;434694;4;0;NULL;NULL;2023-07-17 23:13:08.783
146;51;434695;4;0;NULL;NULL;2023-07-17 23:13:08.783
147;51;434696;4;0;NULL;NULL;2023-07-17 23:13:08.783
148;51;434697;4;0;NULL;NULL;2023-07-17 23:13:08.783
149;51;434698;4;0;NULL;NULL;2023-07-17 23:13:08.783
150;51;434699;4;0;NULL;NULL;2023-07-17 23:13:08.783
151;51;434700;4;0;NULL;NULL;2023-07-17 23:13:08.783
152;51;434701;4;0;NULL;NULL;2023-07-17 23:13:08.783
153;51;434702;4;0;NULL;NULL;2023-07-17 23:13:08.783
154;51;434703;4;0;NULL;NULL;2023-07-17 23:13:08.783
155;51;434704;4;0;NULL;NULL;2023-07-17 23:13:08.783
156;51;434705;4;0;NULL;NULL;2023-07-17 23:13:08.783
157;51;434706;4;0;NULL;NULL;2023-07-17 23:13:08.783
158;51;434707;4;0;NULL;NULL;2023-07-17 23:13:08.783
159;51;434708;4;0;NULL;NULL;2023-07-17 23:13:08.783
160;51;434709;4;0;NULL;NULL;2023-07-17 23:13:08.783
161;51;434710;4;0;NULL;NULL;2023-07-17 23:13:08.783
162;51;434711;4;0;NULL;NULL;2023-07-17 23:13:08.783
163;51;434712;4;0;NULL;NULL;2023-07-17 23:13:08.783
164;51;434713;4;0;NULL;NULL;2023-07-17 23:13:08.783
165;51;434714;4;0;NULL;NULL;2023-07-17 23:13:08.783
166;51;434715;4;0;NULL;NULL;2023-07-17 23:13:08.783
167;51;434716;4;0;NULL;NULL;2023-07-17 23:13:08.783
168;51;434717;4;0;NULL;NULL;2023-07-17 23:13:08.783
169;51;434718;4;0;NULL;NULL;2023-07-17 23:13:08.783
170;51;434719;4;0;NULL;NULL;2023-07-17 23:13:08.783
171;51;434720;4;0;NULL;NULL;2023-07-17 23:13:08.783
172;51;434721;4;0;NULL;NULL;2023-07-17 23:13:08.783
173;51;434722;4;0;NULL;NULL;2023-07-17 23:13:08.783
174;51;434723;4;0;NULL;NULL;2023-07-17 23:13:08.783
175;51;434724;4;0;NULL;NULL;2023-07-17 23:13:08.783
176;51;434725;4;0;NULL;NULL;2023-07-17 23:13:08.783
177;51;434726;4;0;NULL;NULL;2023-07-17 23:13:08.783
178;51;434727;4;0;NULL;NULL;2023-07-17 23:13:08.783
179;51;434728;4;0;NULL;NULL;2023-07-17 23:13:08.783
180;51;434729;4;0;NULL;NULL;2023-07-17 23:13:08.783
181;51;434730;4;0;NULL;NULL;2023-07-17 23:13:08.783
182;51;434731;4;0;NULL;NULL;2023-07-17 23:13:08.783
183;51;434732;4;0;NULL;NULL;2023-07-17 23:13:08.783
184;51;434733;4;0;NULL;NULL;2023-07-17 23:13:08.783
185;51;434734;4;0;NULL;NULL;2023-07-17 23:13:08.783
186;51;434735;4;0;NULL;NULL;2023-07-17 23:13:08.783
187;51;434736;4;0;NULL;NULL;2023-07-17 23:13:08.783
188;51;434737;4;0;NULL;NULL;2023-07-17 23:13:08.783
189;51;434738;4;0;NULL;NULL;2023-07-17 23:13:08.783
190;59;434676;4;0;NULL;NULL;2023-07-17 23:13:08.783
191;59;434677;4;0;NULL;NULL;2023-07-17 23:13:08.783
192;59;434678;4;0;NULL;NULL;2023-07-17 23:13:08.783
193;59;434679;4;0;NULL;NULL;2023-07-17 23:13:08.783
194;59;434680;4;0;NULL;NULL;2023-07-17 23:13:08.783
195;59;434681;4;0;NULL;NULL;2023-07-17 23:13:08.783
196;59;434682;4;0;NULL;NULL;2023-07-17 23:13:08.783
197;59;434683;4;0;NULL;NULL;2023-07-17 23:13:08.783
198;59;434684;4;0;NULL;NULL;2023-07-17 23:13:08.783
199;59;434685;4;0;NULL;NULL;2023-07-17 23:13:08.783
200;59;434686;4;0;NULL;NULL;2023-07-17 23:13:08.783
201;59;434687;4;0;NULL;NULL;2023-07-17 23:13:08.783
202;59;434688;4;0;NULL;NULL;2023-07-17 23:13:08.783
203;59;434689;4;0;NULL;NULL;2023-07-17 23:13:08.783
204;59;434690;4;0;NULL;NULL;2023-07-17 23:13:08.783
205;59;434691;4;0;NULL;NULL;2023-07-17 23:13:08.783
206;59;434692;4;0;NULL;NULL;2023-07-17 23:13:08.783
207;59;434693;4;0;NULL;NULL;2023-07-17 23:13:08.783
208;59;434694;4;0;NULL;NULL;2023-07-17 23:13:08.783
209;59;434695;4;0;NULL;NULL;2023-07-17 23:13:08.783
210;59;434696;4;0;NULL;NULL;2023-07-17 23:13:08.783
211;59;434697;4;0;NULL;NULL;2023-07-17 23:13:08.783
212;59;434698;4;0;NULL;NULL;2023-07-17 23:13:08.783
213;59;434699;4;0;NULL;NULL;2023-07-17 23:13:08.783
214;59;434700;4;0;NULL;NULL;2023-07-17 23:13:08.783
215;59;434701;4;0;NULL;NULL;2023-07-17 23:13:08.783
216;59;434702;4;0;NULL;NULL;2023-07-17 23:13:08.783
217;59;434703;4;0;NULL;NULL;2023-07-17 23:13:08.783
218;59;434704;4;0;NULL;NULL;2023-07-17 23:13:08.783
219;59;434705;4;0;NULL;NULL;2023-07-17 23:13:08.783
220;59;434706;4;0;NULL;NULL;2023-07-17 23:13:08.783
221;59;434707;4;0;NULL;NULL;2023-07-17 23:13:08.783
222;59;434708;4;0;NULL;NULL;2023-07-17 23:13:08.783
223;59;434709;4;0;NULL;NULL;2023-07-17 23:13:08.783
224;59;434710;4;0;NULL;NULL;2023-07-17 23:13:08.783
225;59;434711;4;0;NULL;NULL;2023-07-17 23:13:08.783
226;59;434712;4;0;NULL;NULL;2023-07-17 23:13:08.783
227;59;434713;4;0;NULL;NULL;2023-07-17 23:13:08.783
228;59;434714;4;0;NULL;NULL;2023-07-17 23:13:08.783
229;59;434715;4;0;NULL;NULL;2023-07-17 23:13:08.783
230;59;434716;4;0;NULL;NULL;2023-07-17 23:13:08.783
231;59;434717;4;0;NULL;NULL;2023-07-17 23:13:08.783
232;59;434718;4;0;NULL;NULL;2023-07-17 23:13:08.783
233;59;434719;4;0;NULL;NULL;2023-07-17 23:13:08.783
234;59;434720;4;0;NULL;NULL;2023-07-17 23:13:08.783
235;59;434721;4;0;NULL;NULL;2023-07-17 23:13:08.783
236;59;434722;4;0;NULL;NULL;2023-07-17 23:13:08.783
237;59;434723;4;0;NULL;NULL;2023-07-17 23:13:08.783
238;59;434724;4;0;NULL;NULL;2023-07-17 23:13:08.783
239;59;434725;4;0;NULL;NULL;2023-07-17 23:13:08.783
240;59;434726;4;0;NULL;NULL;2023-07-17 23:13:08.783
241;59;434727;4;0;NULL;NULL;2023-07-17 23:13:08.783
242;59;434728;4;0;NULL;NULL;2023-07-17 23:13:08.783
243;59;434729;4;0;NULL;NULL;2023-07-17 23:13:08.783
244;59;434730;4;0;NULL;NULL;2023-07-17 23:13:08.783
245;59;434731;4;0;NULL;NULL;2023-07-17 23:13:08.783
246;59;434732;4;0;NULL;NULL;2023-07-17 23:13:08.783
247;59;434733;4;0;NULL;NULL;2023-07-17 23:13:08.783
248;59;434734;4;0;NULL;NULL;2023-07-17 23:13:08.783
249;59;434735;4;0;NULL;NULL;2023-07-17 23:13:08.783
250;59;434736;4;0;NULL;NULL;2023-07-17 23:13:08.783
251;59;434737;4;0;NULL;NULL;2023-07-17 23:13:08.783
252;59;434738;4;0;NULL;NULL;2023-07-17 23:13:08.783
253;92;434676;4;0;NULL;NULL;2023-07-17 23:13:08.783
254;92;434677;4;0;NULL;NULL;2023-07-17 23:13:08.783
255;92;434678;4;0;NULL;NULL;2023-07-17 23:13:08.783
256;92;434679;4;0;NULL;NULL;2023-07-17 23:13:08.783
257;92;434680;4;0;NULL;NULL;2023-07-17 23:13:08.783
258;92;434681;4;0;NULL;NULL;2023-07-17 23:13:08.783
259;92;434682;4;0;NULL;NULL;2023-07-17 23:13:08.783
260;92;434683;4;0;NULL;NULL;2023-07-17 23:13:08.783
261;92;434684;4;0;NULL;NULL;2023-07-17 23:13:08.783
262;92;434685;4;0;NULL;NULL;2023-07-17 23:13:08.783
263;92;434686;4;0;NULL;NULL;2023-07-17 23:13:08.783
264;92;434687;4;0;NULL;NULL;2023-07-17 23:13:08.783
265;92;434688;4;0;NULL;NULL;2023-07-17 23:13:08.783
266;92;434689;4;0;NULL;NULL;2023-07-17 23:13:08.783
267;92;434690;4;0;NULL;NULL;2023-07-17 23:13:08.783
268;92;434691;4;0;NULL;NULL;2023-07-17 23:13:08.783
269;92;434692;4;0;NULL;NULL;2023-07-17 23:13:08.783
270;92;434693;4;0;NULL;NULL;2023-07-17 23:13:08.783
271;92;434694;4;0;NULL;NULL;2023-07-17 23:13:08.783
272;92;434695;4;0;NULL;NULL;2023-07-17 23:13:08.783
273;92;434696;4;0;NULL;NULL;2023-07-17 23:13:08.783
274;92;434697;4;0;NULL;NULL;2023-07-17 23:13:08.783
275;92;434698;4;0;NULL;NULL;2023-07-17 23:13:08.783
276;92;434699;4;0;NULL;NULL;2023-07-17 23:13:08.783
277;92;434700;4;0;NULL;NULL;2023-07-17 23:13:08.783
278;92;434701;4;0;NULL;NULL;2023-07-17 23:13:08.783
279;92;434702;4;0;NULL;NULL;2023-07-17 23:13:08.783
280;92;434703;4;0;NULL;NULL;2023-07-17 23:13:08.783
281;92;434704;4;0;NULL;NULL;2023-07-17 23:13:08.783
282;92;434705;4;0;NULL;NULL;2023-07-17 23:13:08.783
283;92;434706;4;0;NULL;NULL;2023-07-17 23:13:08.783
284;92;434707;4;0;NULL;NULL;2023-07-17 23:13:08.783
285;92;434708;4;0;NULL;NULL;2023-07-17 23:13:08.783
286;92;434709;4;0;NULL;NULL;2023-07-17 23:13:08.783
287;92;434710;4;0;NULL;NULL;2023-07-17 23:13:08.783
288;92;434711;4;0;NULL;NULL;2023-07-17 23:13:08.783
289;92;434712;4;0;NULL;NULL;2023-07-17 23:13:08.783
290;92;434713;4;0;NULL;NULL;2023-07-17 23:13:08.783
291;92;434714;4;0;NULL;NULL;2023-07-17 23:13:08.783
292;92;434715;4;0;NULL;NULL;2023-07-17 23:13:08.783
293;92;434716;4;0;NULL;NULL;2023-07-17 23:13:08.783
294;92;434717;4;0;NULL;NULL;2023-07-17 23:13:08.783
295;92;434718;4;0;NULL;NULL;2023-07-17 23:13:08.783
296;92;434719;4;0;NULL;NULL;2023-07-17 23:13:08.783
297;92;434720;4;0;NULL;NULL;2023-07-17 23:13:08.783
298;92;434721;4;0;NULL;NULL;2023-07-17 23:13:08.783
299;92;434722;4;0;NULL;NULL;2023-07-17 23:13:08.783
300;92;434723;4;0;NULL;NULL;2023-07-17 23:13:08.783
301;92;434724;4;0;NULL;NULL;2023-07-17 23:13:08.783
302;92;434725;4;0;NULL;NULL;2023-07-17 23:13:08.783
303;92;434726;4;0;NULL;NULL;2023-07-17 23:13:08.783
304;92;434727;4;0;NULL;NULL;2023-07-17 23:13:08.783
305;92;434728;4;0;NULL;NULL;2023-07-17 23:13:08.783
306;92;434729;4;0;NULL;NULL;2023-07-17 23:13:08.783
307;92;434730;4;0;NULL;NULL;2023-07-17 23:13:08.783
308;92;434731;4;0;NULL;NULL;2023-07-17 23:13:08.783
309;92;434732;4;0;NULL;NULL;2023-07-17 23:13:08.783
310;92;434733;4;0;NULL;NULL;2023-07-17 23:13:08.783
311;92;434734;4;0;NULL;NULL;2023-07-17 23:13:08.783
312;92;434735;4;0;NULL;NULL;2023-07-17 23:13:08.783
313;92;434736;4;0;NULL;NULL;2023-07-17 23:13:08.783
314;92;434737;4;0;NULL;NULL;2023-07-17 23:13:08.783
315;92;434738;4;0;NULL;NULL;2023-07-17 23:13:08.783
316;56;745220;4;0;NULL;NULL;2023-07-17 23:13:08.783
317;56;745221;4;0;NULL;NULL;2023-07-17 23:13:08.783
318;56;745222;4;0;NULL;NULL;2023-07-17 23:13:08.783
319;56;745223;4;0;NULL;NULL;2023-07-17 23:13:08.783
320;56;745224;4;0;NULL;NULL;2023-07-17 23:13:08.783
321;56;745225;4;0;NULL;NULL;2023-07-17 23:13:08.783
322;56;745226;4;0;NULL;NULL;2023-07-17 23:13:08.783
323;56;745227;4;0;NULL;NULL;2023-07-17 23:13:08.783
324;56;745228;4;0;NULL;NULL;2023-07-17 23:13:08.783
325;56;745229;4;0;NULL;NULL;2023-07-17 23:13:08.783
326;56;745230;4;0;NULL;NULL;2023-07-17 23:13:08.783
327;56;745231;4;0;NULL;NULL;2023-07-17 23:13:08.783
328;56;745232;4;0;NULL;NULL;2023-07-17 23:13:08.783
329;56;745233;4;0;NULL;NULL;2023-07-17 23:13:08.783
330;56;745234;4;0;NULL;NULL;2023-07-17 23:13:08.783
331;56;745235;4;0;NULL;NULL;2023-07-17 23:13:08.783
332;56;745236;4;0;NULL;NULL;2023-07-17 23:13:08.783
333;56;745237;4;0;NULL;NULL;2023-07-17 23:13:08.783
334;56;745238;4;0;NULL;NULL;2023-07-17 23:13:08.783
335;56;745239;4;0;NULL;NULL;2023-07-17 23:13:08.783
336;56;745240;4;0;NULL;NULL;2023-07-17 23:13:08.783
337;56;745241;4;0;NULL;NULL;2023-07-17 23:13:08.783
338;56;745242;4;0;NULL;NULL;2023-07-17 23:13:08.783
339;56;745243;4;0;NULL;NULL;2023-07-17 23:13:08.783
340;56;745244;4;0;NULL;NULL;2023-07-17 23:13:08.783
341;56;745245;4;0;NULL;NULL;2023-07-17 23:13:08.783
342;56;745246;4;0;NULL;NULL;2023-07-17 23:13:08.783
343;56;745247;4;0;NULL;NULL;2023-07-17 23:13:08.783
344;56;745248;4;0;NULL;NULL;2023-07-17 23:13:08.783
345;56;745249;4;0;NULL;NULL;2023-07-17 23:13:08.783
346;56;745250;4;0;NULL;NULL;2023-07-17 23:13:08.783
347;56;745251;4;0;NULL;NULL;2023-07-17 23:13:08.783
348;56;745252;4;0;NULL;NULL;2023-07-17 23:13:08.783
349;56;745253;4;0;NULL;NULL;2023-07-17 23:13:08.783
350;56;745254;4;0;NULL;NULL;2023-07-17 23:13:08.783
351;56;745255;4;0;NULL;NULL;2023-07-17 23:13:08.783
352;56;745256;4;0;NULL;NULL;2023-07-17 23:13:08.783
353;56;745257;4;0;NULL;NULL;2023-07-17 23:13:08.783
354;56;745258;4;0;NULL;NULL;2023-07-17 23:13:08.783
355;56;745259;4;0;NULL;NULL;2023-07-17 23:13:08.783
356;56;745260;4;0;NULL;NULL;2023-07-17 23:13:08.783
357;56;745261;4;0;NULL;NULL;2023-07-17 23:13:08.783
358;56;745262;4;0;NULL;NULL;2023-07-17 23:13:08.783
359;56;745263;4;0;NULL;NULL;2023-07-17 23:13:08.783
360;56;745264;4;0;NULL;NULL;2023-07-17 23:13:08.783
361;56;745265;4;0;NULL;NULL;2023-07-17 23:13:08.783
362;56;745266;4;0;NULL;NULL;2023-07-17 23:13:08.783
363;56;745267;4;0;NULL;NULL;2023-07-17 23:13:08.783
364;56;745268;4;0;NULL;NULL;2023-07-17 23:13:08.783
365;56;745269;4;0;NULL;NULL;2023-07-17 23:13:08.783
366;56;745270;4;0;NULL;NULL;2023-07-17 23:13:08.783
367;56;745271;4;0;NULL;NULL;2023-07-17 23:13:08.783
368;56;745272;4;0;NULL;NULL;2023-07-17 23:13:08.783
369;56;745273;4;0;NULL;NULL;2023-07-17 23:13:08.783
370;56;745274;4;0;NULL;NULL;2023-07-17 23:13:08.783
371;56;745275;4;0;NULL;NULL;2023-07-17 23:13:08.783
372;56;745276;4;0;NULL;NULL;2023-07-17 23:13:08.783
373;56;745277;4;0;NULL;NULL;2023-07-17 23:13:08.783
374;56;745278;4;0;NULL;NULL;2023-07-17 23:13:08.783
375;56;745279;4;0;NULL;NULL;2023-07-17 23:13:08.783
376;56;745280;4;0;NULL;NULL;2023-07-17 23:13:08.783
377;56;745281;4;0;NULL;NULL;2023-07-17 23:13:08.783
378;56;745282;4;0;NULL;NULL;2023-07-17 23:13:08.783
379;56;745283;4;0;NULL;NULL;2023-07-17 23:13:08.783
380;56;745284;4;0;NULL;NULL;2023-07-17 23:13:08.783
381;56;745285;4;0;NULL;NULL;2023-07-17 23:13:08.783
382;56;745286;4;0;NULL;NULL;2023-07-17 23:13:08.783
383;56;745287;4;0;NULL;NULL;2023-07-17 23:13:08.783
384;56;745288;4;0;NULL;NULL;2023-07-17 23:13:08.783
385;56;745289;4;0;NULL;NULL;2023-07-17 23:13:08.783
386;56;745290;4;0;NULL;NULL;2023-07-17 23:13:08.783
387;56;745291;4;0;NULL;NULL;2023-07-17 23:13:08.783
388;56;745292;4;0;NULL;NULL;2023-07-17 23:13:08.783
389;56;745293;4;0;NULL;NULL;2023-07-17 23:13:08.783
390;56;745294;4;0;NULL;NULL;2023-07-17 23:13:08.783
391;56;745295;4;0;NULL;NULL;2023-07-17 23:13:08.783
392;56;745296;4;0;NULL;NULL;2023-07-17 23:13:08.783
393;56;745297;4;0;NULL;NULL;2023-07-17 23:13:08.783
394;56;745298;4;0;NULL;NULL;2023-07-17 23:13:08.783
395;56;745299;4;0;NULL;NULL;2023-07-17 23:13:08.783
396;56;745300;4;0;NULL;NULL;2023-07-17 23:13:08.783
397;56;745301;4;0;NULL;NULL;2023-07-17 23:13:08.783
398;56;745302;4;0;NULL;NULL;2023-07-17 23:13:08.783
399;56;745303;4;0;NULL;NULL;2023-07-17 23:13:08.783
400;56;745304;4;0;NULL;NULL;2023-07-17 23:13:08.783
401;56;745305;4;0;NULL;NULL;2023-07-17 23:13:08.783
402;56;745306;4;0;NULL;NULL;2023-07-17 23:13:08.783
403;60;745220;4;0;NULL;NULL;2023-07-17 23:13:08.783
404;60;745221;4;0;NULL;NULL;2023-07-17 23:13:08.783
405;60;745222;4;0;NULL;NULL;2023-07-17 23:13:08.783
406;60;745223;4;0;NULL;NULL;2023-07-17 23:13:08.783
407;60;745224;4;0;NULL;NULL;2023-07-17 23:13:08.783
408;60;745225;4;0;NULL;NULL;2023-07-17 23:13:08.783
